index,family,kind,n,m,delta,siriaisa_size,optimum,ratio,expected_constant,within_bound,siriaisa_ms,milp_ms
1388,star,rigid,14,13,13,1,1,1.0000,1.0000,1,1.355,0.898
1389,complete_bipartite,rigid,6,5,5,1,1,1.0000,1.0000,1,0.748,0.839
1390,crown,rigid,6,6,2,2,2,1.0000,1.0000,1,0.957,10.582
1391,double_star,rigid,9,8,5,4,4,1.0000,1.0000,1,1.450,0.988
1392,erdos_renyi,random,26,26,5,11,11,1.0000,5.0000,1,4.648,12.105
1393,barabasi_albert,random,8,12,6,2,2,1.0000,6.0000,1,1.855,9.715
1394,random_tree,random,26,25,4,10,10,1.0000,4.0000,1,3.172,31.084
1395,path,bounded,30,29,2,10,10,1.0000,2.0000,1,4.134,10.900
1396,cycle,bounded,29,29,2,10,10,1.0000,2.0000,1,3.677,12.455
1397,ladder,bounded,16,22,3,5,5,1.0000,3.0000,1,2.591,10.095
1398,grid,bounded,10,13,3,3,3,1.0000,4.0000,1,1.755,9.805
1399,regular,bounded,10,25,5,2,2,1.0000,5.0000,1,1.626,9.857
1400,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,2.078,12.591
1401,lollipop,bounded,11,11,3,4,4,1.0000,3.0000,1,1.767,12.592
1402,clique,rigid,11,55,10,1,1,1.0000,1.0000,1,1.981,1.383
1403,star,rigid,12,11,11,1,1,1.0000,1.0000,1,1.307,1.022
1404,complete_bipartite,rigid,4,4,2,2,2,1.0000,1.0000,1,0.621,0.864
1405,crown,rigid,10,20,4,2,2,1.0000,1.0000,1,1.120,8.767
1406,double_star,rigid,16,15,11,5,5,1.0000,1.0000,1,2.182,1.060
1407,erdos_renyi,random,11,5,2,6,6,1.0000,2.0000,1,2.668,0.919
1408,barabasi_albert,random,11,18,7,3,3,1.0000,7.0000,1,1.591,9.033
1409,random_tree,random,34,33,3,13,13,1.0000,3.0000,1,4.208,11.650
1410,path,bounded,13,12,2,5,5,1.0000,2.0000,1,1.815,10.977
1411,cycle,bounded,12,12,2,4,4,1.0000,2.0000,1,1.776,10.792
1412,ladder,bounded,8,10,3,3,3,1.0000,3.0000,1,1.434,9.915
1413,grid,bounded,9,12,4,3,3,1.0000,4.0000,1,1.509,10.288
1414,regular,bounded,28,70,5,6,6,1.0000,5.0000,1,5.088,20.598
1415,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.531,1.037
1416,lollipop,bounded,11,13,4,3,3,1.0000,4.0000,1,1.494,10.914
1417,clique,rigid,13,78,12,1,1,1.0000,1.0000,1,2.349,1.810
1418,star,rigid,29,28,28,1,1,1.0000,1.0000,1,2.398,1.169
1419,complete_bipartite,rigid,16,63,9,7,7,1.0000,1.0000,1,2.344,1.435
1420,crown,rigid,4,2,1,2,2,1.0000,1.0000,1,0.951,1.225
1421,double_star,rigid,12,11,8,4,4,1.0000,1.0000,1,1.565,0.912
1422,erdos_renyi,random,28,78,10,6,6,1.0000,10.0000,1,5.143,27.825
1423,barabasi_albert,random,8,7,3,3,3,1.0000,3.0000,1,1.247,1.048
1424,random_tree,random,21,20,4,8,8,1.0000,4.0000,1,2.464,1.099
1425,path,bounded,13,12,2,5,5,1.0000,2.0000,1,1.708,11.185
1426,cycle,bounded,27,27,2,9,9,1.0000,2.0000,1,3.227,12.201
1427,ladder,bounded,32,46,3,9,9,1.0000,3.0000,1,4.713,10.672
1428,grid,bounded,30,49,4,8,8,1.0000,4.0000,1,4.877,12.435
1429,regular,bounded,31,31,2,11,11,1.0000,2.0000,1,3.661,12.665
1430,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.717,1.134
1431,lollipop,bounded,10,10,3,3,3,1.0000,3.0000,1,1.542,10.640
1432,clique,rigid,7,21,6,1,1,1.0000,1.0000,1,1.142,1.079
1433,star,rigid,13,12,12,1,1,1.0000,1.0000,1,2.341,1.115
1434,complete_bipartite,rigid,14,40,10,4,4,1.0000,1.0000,1,1.989,1.242
1435,crown,rigid,6,6,2,2,2,1.0000,1.0000,1,0.740,11.024
1436,double_star,rigid,13,12,10,3,3,1.0000,1.0000,1,1.775,1.054
1437,erdos_renyi,random,22,88,12,3,3,1.0000,12.0000,1,4.588,7.999
1438,barabasi_albert,random,26,48,12,8,8,1.0000,12.0000,1,3.872,9.943
1439,random_tree,random,26,25,4,9,9,1.0000,4.0000,1,3.446,12.244
1440,path,bounded,16,15,2,6,6,1.0000,2.0000,1,2.297,11.450
1441,cycle,bounded,33,33,2,11,11,1.0000,2.0000,1,3.888,11.333
1442,ladder,bounded,14,19,3,4,4,1.0000,3.0000,1,2.348,10.516
1443,grid,bounded,10,13,3,3,3,1.0000,4.0000,1,1.715,9.894
1444,regular,bounded,14,21,3,4,4,1.0000,3.0000,1,1.918,11.130
1445,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.673,1.010
1446,lollipop,bounded,12,12,3,4,4,1.0000,3.0000,1,1.587,12.330
1447,clique,rigid,14,91,13,1,1,1.0000,1.0000,1,2.636,1.720
1448,star,rigid,10,9,9,1,1,1.0000,1.0000,1,1.149,0.979
1449,complete_bipartite,rigid,21,108,12,9,9,1.0000,1.0000,1,3.676,1.971
1450,crown,rigid,4,2,1,2,2,1.0000,1.0000,1,0.777,0.813
1451,double_star,rigid,13,12,7,6,6,1.0000,1.0000,1,1.532,0.932
1452,erdos_renyi,random,22,70,12,4,4,1.0000,12.0000,1,4.044,8.812
1453,barabasi_albert,random,31,58,16,9,9,1.0000,16.0000,1,4.050,9.876
1454,random_tree,random,18,17,4,6,6,1.0000,4.0000,1,2.352,11.662
1455,path,bounded,15,14,2,5,5,1.0000,2.0000,1,2.024,10.687
1456,cycle,bounded,19,19,2,7,7,1.0000,2.0000,1,2.677,11.015
1457,ladder,bounded,26,37,3,7,7,1.0000,3.0000,1,4.012,9.865
1458,grid,bounded,15,22,4,4,4,1.0000,4.0000,1,2.865,9.376
1459,regular,bounded,16,24,3,4,4,1.0000,3.0000,1,2.235,21.877
1460,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.730,1.384
1461,lollipop,bounded,19,39,8,5,5,1.0000,8.0000,1,2.784,11.299
1462,clique,rigid,5,10,4,1,1,1.0000,1.0000,1,0.892,1.098
1463,star,rigid,5,4,4,1,1,1.0000,1.0000,1,0.790,0.919
1464,complete_bipartite,rigid,16,60,10,6,6,1.0000,1.0000,1,2.540,1.457
1465,crown,rigid,10,20,4,2,2,1.0000,1.0000,1,1.091,9.353
1466,double_star,rigid,15,14,12,3,3,1.0000,1.0000,1,1.915,1.034
1467,erdos_renyi,random,30,53,9,9,9,1.0000,9.0000,1,5.226,10.050
1468,barabasi_albert,random,13,22,8,3,3,1.0000,8.0000,1,1.955,9.020
1469,random_tree,random,38,37,5,16,16,1.0000,5.0000,1,4.770,1.217
1470,path,bounded,12,11,2,4,4,1.0000,2.0000,1,1.652,11.575
1471,cycle,bounded,13,13,2,5,5,1.0000,2.0000,1,1.766,11.543
1472,ladder,bounded,26,37,3,7,7,1.0000,3.0000,1,3.993,10.524
1473,grid,bounded,18,27,4,6,6,1.0000,4.0000,1,3.223,14.189
1474,regular,bounded,25,50,4,6,6,1.0000,4.0000,1,3.618,18.069
1475,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,1.784,11.664
1476,lollipop,bounded,20,40,8,5,5,1.0000,8.0000,1,3.302,12.032
1477,clique,rigid,2,1,1,1,1,1.0000,1.0000,1,0.545,1.006
1478,star,rigid,11,10,10,1,1,1.0000,1.0000,1,1.285,1.033
1479,complete_bipartite,rigid,10,25,5,5,5,1.0000,1.0000,1,1.424,1.215
1480,crown,rigid,10,20,4,2,2,1.0000,1.0000,1,1.181,8.814
1481,double_star,rigid,4,3,2,2,2,1.0000,1.0000,1,0.968,0.989
1482,erdos_renyi,random,23,50,7,7,7,1.0000,7.0000,1,4.456,9.820
1483,barabasi_albert,random,29,28,8,11,11,1.0000,8.0000,1,3.245,1.146
1484,random_tree,random,2,1,1,1,1,1.0000,1.0000,1,0.407,0.775
1485,path,bounded,35,34,2,12,12,1.0000,2.0000,1,4.103,10.387
1486,cycle,bounded,34,34,2,12,12,1.0000,2.0000,1,4.090,12.708
1487,ladder,bounded,18,25,3,5,5,1.0000,3.0000,1,2.808,10.290
1488,grid,bounded,4,4,2,2,2,1.0000,4.0000,1,0.827,1.108
1489,regular,bounded,16,40,5,3,3,1.0000,5.0000,1,2.476,12.815
1490,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.508,1.027
1491,lollipop,bounded,17,31,7,4,4,1.0000,7.0000,1,2.290,11.789
1492,clique,rigid,4,6,3,1,1,1.0000,1.0000,1,0.798,0.986
1493,star,rigid,2,1,1,1,1,1.0000,1.0000,1,0.459,0.858
1494,complete_bipartite,rigid,15,56,8,7,7,1.0000,1.0000,1,2.464,1.477
1495,crown,rigid,12,30,5,2,2,1.0000,1.0000,1,1.397,8.420
1496,double_star,rigid,18,17,10,8,8,1.0000,1.0000,1,2.162,1.060
1497,erdos_renyi,random,15,8,3,8,8,1.0000,3.0000,1,3.371,0.960
1498,barabasi_albert,random,19,18,6,7,7,1.0000,6.0000,1,2.133,0.975
1499,random_tree,random,26,25,4,11,11,1.0000,4.0000,1,3.136,12.272
1500,path,bounded,35,34,2,12,12,1.0000,2.0000,1,6.056,11.029
1501,cycle,bounded,26,26,2,9,9,1.0000,2.0000,1,3.211,12.220
1502,ladder,bounded,30,43,3,8,8,1.0000,3.0000,1,4.660,10.590
1503,grid,bounded,18,27,4,6,6,1.0000,4.0000,1,2.923,17.998
1504,regular,bounded,32,32,2,12,12,1.0000,2.0000,1,3.650,12.915
1505,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,2.266,12.240
1506,lollipop,bounded,10,12,4,3,3,1.0000,4.0000,1,1.722,11.841
1507,clique,rigid,4,6,3,1,1,1.0000,1.0000,1,0.763,1.009
1508,star,rigid,23,22,22,1,1,1.0000,1.0000,1,2.361,1.424
1509,complete_bipartite,rigid,12,32,8,4,4,1.0000,1.0000,1,1.725,1.201
1510,crown,rigid,10,20,4,2,2,1.0000,1.0000,1,1.163,9.150
1511,double_star,rigid,8,7,6,2,2,1.0000,1.0000,1,1.634,1.086
1512,erdos_renyi,random,29,122,13,5,5,1.0000,13.0000,1,7.921,51.309
1513,barabasi_albert,random,29,28,9,9,9,1.0000,9.0000,1,3.434,1.323
1514,random_tree,random,18,17,5,7,7,1.0000,5.0000,1,2.195,1.059
1515,path,bounded,22,21,2,8,8,1.0000,2.0000,1,2.761,11.598
1516,cycle,bounded,3,3,2,1,1,1.0000,2.0000,1,0.686,0.984
1517,ladder,bounded,4,4,2,2,2,1.0000,3.0000,1,0.745,0.940
1518,grid,bounded,20,31,4,6,6,1.0000,4.0000,1,3.246,9.912
1519,regular,bounded,18,27,3,5,5,1.0000,3.0000,1,2.370,14.041
1520,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.531,0.952
1521,lollipop,bounded,10,24,7,2,2,1.0000,7.0000,1,1.554,1.127
1522,clique,rigid,2,1,1,1,1,1.0000,1.0000,1,0.445,0.889
1523,star,rigid,6,5,5,1,1,1.0000,1.0000,1,0.787,0.845
1524,complete_bipartite,rigid,14,45,9,5,5,1.0000,1.0000,1,1.946,1.287
1525,crown,rigid,8,12,3,2,2,1.0000,1.0000,1,0.940,10.084
1526,double_star,rigid,25,24,13,12,12,1.0000,1.0000,1,2.775,1.370
1527,erdos_renyi,random,22,58,8,4,4,1.0000,8.0000,1,4.208,10.821
1528,barabasi_albert,random,18,32,11,4,4,1.0000,11.0000,1,2.698,9.048
1529,random_tree,random,27,26,4,10,10,1.0000,4.0000,1,3.855,11.159
1530,path,bounded,30,29,2,10,10,1.0000,2.0000,1,4.167,11.093
1531,cycle,bounded,28,28,2,10,10,1.0000,2.0000,1,3.603,12.222
1532,ladder,bounded,34,49,3,9,9,1.0000,3.0000,1,5.063,10.847
1533,grid,bounded,12,16,3,4,4,1.0000,4.0000,1,2.000,10.873
1534,regular,bounded,14,14,2,5,5,1.0000,2.0000,1,2.053,11.415
1535,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,2.341,12.979
1536,lollipop,bounded,5,7,4,1,1,1.0000,4.0000,1,1.138,10.255
1537,clique,rigid,13,78,12,1,1,1.0000,1.0000,1,2.254,1.432
1538,star,rigid,21,20,20,1,1,1.0000,1.0000,1,2.102,1.153
1539,complete_bipartite,rigid,13,22,11,2,2,1.0000,1.0000,1,1.461,1.049
1540,crown,rigid,10,20,4,2,2,1.0000,1.0000,1,1.120,8.331
1541,double_star,rigid,14,13,9,5,5,1.0000,1.0000,1,1.972,1.039
1542,erdos_renyi,random,30,118,13,5,5,1.0000,13.0000,1,6.555,32.659
1543,barabasi_albert,random,15,14,5,5,5,1.0000,5.0000,1,1.944,1.012
1544,random_tree,random,6,5,3,2,2,1.0000,3.0000,1,0.974,0.831
1545,path,bounded,22,21,2,8,8,1.0000,2.0000,1,2.875,10.761
1546,cycle,bounded,12,12,2,4,4,1.0000,2.0000,1,1.595,11.274
1547,ladder,bounded,6,7,3,2,2,1.0000,3.0000,1,1.277,11.205
1548,grid,bounded,12,16,3,4,4,1.0000,4.0000,1,1.903,11.130
1549,regular,bounded,6,12,4,2,2,1.0000,4.0000,1,1.069,1.132
1550,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,2.042,12.481
1551,lollipop,bounded,11,16,5,3,3,1.0000,5.0000,1,1.767,11.547
1552,clique,rigid,14,91,13,1,1,1.0000,1.0000,1,2.589,1.529
1553,star,rigid,19,18,18,1,1,1.0000,1.0000,1,1.802,1.062
1554,complete_bipartite,rigid,21,108,12,9,9,1.0000,1.0000,1,3.252,2.116
1555,crown,rigid,12,30,5,2,2,1.0000,1.0000,1,1.404,7.985
1556,double_star,rigid,13,12,11,2,2,1.0000,1.0000,1,1.761,1.015
1557,erdos_renyi,random,18,11,3,11,11,1.0000,3.0000,1,3.772,1.002
1558,barabasi_albert,random,25,46,11,7,7,1.0000,11.0000,1,3.398,8.883
1559,random_tree,random,3,2,2,1,1,1.0000,2.0000,1,0.670,0.886
1560,path,bounded,17,16,2,6,6,1.0000,2.0000,1,2.264,10.439
1561,cycle,bounded,15,15,2,5,5,1.0000,2.0000,1,1.922,12.079
1562,ladder,bounded,12,16,3,4,4,1.0000,3.0000,1,2.236,11.358
1563,grid,bounded,12,16,3,4,4,1.0000,4.0000,1,1.975,10.749
1564,regular,bounded,17,34,4,4,4,1.0000,4.0000,1,2.633,15.133
1565,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.685,0.975
1566,lollipop,bounded,20,40,8,5,5,1.0000,8.0000,1,2.807,11.389
1567,clique,rigid,10,45,9,1,1,1.0000,1.0000,1,1.707,1.320
1568,star,rigid,15,14,14,1,1,1.0000,1.0000,1,1.524,1.013
1569,complete_bipartite,rigid,10,24,6,4,4,1.0000,1.0000,1,1.437,0.986
1570,crown,rigid,4,2,1,2,2,1.0000,1.0000,1,0.739,0.776
1571,double_star,rigid,12,11,6,6,6,1.0000,1.0000,1,1.294,0.876
1572,erdos_renyi,random,28,102,14,5,5,1.0000,14.0000,1,5.914,8.333
1573,barabasi_albert,random,28,52,10,7,7,1.0000,10.0000,1,3.950,9.485
1574,random_tree,random,16,15,4,6,6,1.0000,4.0000,1,2.159,1.014
1575,path,bounded,29,28,2,10,10,1.0000,2.0000,1,3.399,10.500
1576,cycle,bounded,24,24,2,8,8,1.0000,2.0000,1,4.309,10.951
1577,ladder,bounded,4,4,2,2,2,1.0000,3.0000,1,0.813,1.088
1578,grid,bounded,24,38,4,7,7,1.0000,4.0000,1,4.317,14.789
1579,regular,bounded,22,55,5,4,4,1.0000,5.0000,1,3.605,18.293
1580,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,1.772,12.635
1581,lollipop,bounded,17,22,5,5,5,1.0000,5.0000,1,2.568,12.289
1582,clique,rigid,1,0,0,1,1,1.0000,1.0000,1,0.333,0.992
1583,star,rigid,13,12,12,1,1,1.0000,1.0000,1,1.419,1.025
1584,complete_bipartite,rigid,19,84,12,7,7,1.0000,1.0000,1,3.157,1.632
1585,crown,rigid,12,30,5,2,2,1.0000,1.0000,1,1.419,8.391
1586,double_star,rigid,12,11,8,4,4,1.0000,1.0000,1,1.724,1.012
1587,erdos_renyi,random,28,40,5,8,8,1.0000,5.0000,1,4.566,10.811
1588,barabasi_albert,random,10,9,5,5,5,1.0000,5.0000,1,1.480,0.951
1589,random_tree,random,26,25,4,10,10,1.0000,4.0000,1,3.411,1.255
1590,path,bounded,25,24,2,9,9,1.0000,2.0000,1,3.224,10.177
1591,cycle,bounded,18,18,2,6,6,1.0000,2.0000,1,2.721,10.676
1592,ladder,bounded,28,40,3,8,8,1.0000,3.0000,1,4.441,11.263
1593,grid,bounded,15,22,4,4,4,1.0000,4.0000,1,2.432,9.735
1594,regular,bounded,18,45,5,4,4,1.0000,5.0000,1,3.010,9.921
1595,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,1.938,12.216
1596,lollipop,bounded,11,25,7,2,2,1.0000,7.0000,1,1.865,1.167
1597,clique,rigid,5,10,4,1,1,1.0000,1.0000,1,0.832,0.986
1598,star,rigid,23,22,22,1,1,1.0000,1.0000,1,2.178,1.146
1599,complete_bipartite,rigid,21,108,12,9,9,1.0000,1.0000,1,3.353,1.954
1600,crown,rigid,10,20,4,2,2,1.0000,1.0000,1,1.163,9.084
1601,double_star,rigid,10,9,8,2,2,1.0000,1.0000,1,1.591,1.036
1602,erdos_renyi,random,25,43,6,7,7,1.0000,6.0000,1,4.589,15.833
1603,barabasi_albert,random,12,20,8,4,4,1.0000,8.0000,1,1.703,9.196
1604,random_tree,random,33,32,4,12,12,1.0000,4.0000,1,4.315,12.881
1605,path,bounded,11,10,2,4,4,1.0000,2.0000,1,1.596,11.250
1606,cycle,bounded,5,5,2,2,2,1.0000,2.0000,1,0.879,10.914
1607,ladder,bounded,10,13,3,3,3,1.0000,3.0000,1,1.770,10.117
1608,grid,bounded,9,12,4,3,3,1.0000,4.0000,1,1.503,9.734
1609,regular,bounded,5,5,2,2,2,1.0000,2.0000,1,0.948,11.627
1610,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.835,1.075
1611,lollipop,bounded,12,12,3,4,4,1.0000,3.0000,1,1.749,10.467
1612,clique,rigid,5,10,4,1,1,1.0000,1.0000,1,0.908,1.021
1613,star,rigid,19,18,18,1,1,1.0000,1.0000,1,1.835,1.095
1614,complete_bipartite,rigid,7,6,6,1,1,1.0000,1.0000,1,0.903,0.912
1615,crown,rigid,12,30,5,2,2,1.0000,1.0000,1,1.496,8.574
1616,double_star,rigid,9,8,5,4,4,1.0000,1.0000,1,1.472,1.076
1617,erdos_renyi,random,14,23,5,4,4,1.0000,5.0000,1,2.282,9.789
1618,barabasi_albert,random,15,14,7,6,6,1.0000,7.0000,1,2.048,1.108
1619,random_tree,random,24,23,3,9,9,1.0000,3.0000,1,2.847,11.177
1620,path,bounded,21,20,2,7,7,1.0000,2.0000,1,2.714,10.544
1621,cycle,bounded,30,30,2,10,10,1.0000,2.0000,1,3.502,10.590
1622,ladder,bounded,22,31,3,6,6,1.0000,3.0000,1,3.433,10.145
1623,grid,bounded,30,49,4,8,8,1.0000,4.0000,1,5.206,32.985
1624,regular,bounded,32,80,5,7,6,1.1667,5.0000,1,4.516,66.285
1625,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.558,1.197
1626,lollipop,bounded,13,13,3,4,4,1.0000,3.0000,1,1.746,12.159
1627,clique,rigid,6,15,5,1,1,1.0000,1.0000,1,1.053,1.194
1628,star,rigid,27,26,26,1,1,1.0000,1.0000,1,2.453,1.231
1629,complete_bipartite,rigid,11,28,7,4,4,1.0000,1.0000,1,1.574,1.047
1630,crown,rigid,4,2,1,2,2,1.0000,1.0000,1,0.767,0.799
1631,double_star,rigid,5,4,3,2,2,1.0000,1.0000,1,0.921,1.233
1632,erdos_renyi,random,21,52,7,4,4,1.0000,7.0000,1,3.858,11.392
1633,barabasi_albert,random,22,21,6,9,9,1.0000,6.0000,1,2.638,1.083
1634,random_tree,random,8,7,3,4,4,1.0000,3.0000,1,1.234,0.909
1635,path,bounded,2,1,1,1,1,1.0000,2.0000,1,0.403,0.781
1636,cycle,bounded,22,22,2,8,8,1.0000,2.0000,1,2.548,11.565
1637,ladder,bounded,36,52,3,10,10,1.0000,3.0000,1,5.964,24.709
1638,grid,bounded,24,38,4,7,7,1.0000,4.0000,1,3.624,11.813
1639,regular,bounded,17,17,2,6,6,1.0000,2.0000,1,2.061,11.178
1640,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,2.124,12.681
1641,lollipop,bounded,14,23,6,4,4,1.0000,6.0000,1,2.375,12.135
1642,clique,rigid,1,0,0,1,1,1.0000,1.0000,1,0.336,0.912
1643,star,rigid,19,18,18,1,1,1.0000,1.0000,1,1.847,1.092
1644,complete_bipartite,rigid,12,32,8,4,4,1.0000,1.0000,1,1.696,1.196
1645,crown,rigid,10,20,4,2,2,1.0000,1.0000,1,1.119,10.267
1646,double_star,rigid,19,18,10,9,9,1.0000,1.0000,1,2.386,1.223
1647,erdos_renyi,random,20,20,5,9,9,1.0000,5.0000,1,3.388,11.343
1648,barabasi_albert,random,22,21,10,8,8,1.0000,10.0000,1,2.588,1.162
1649,random_tree,random,21,20,4,7,7,1.0000,4.0000,1,3.248,10.098
1650,path,bounded,19,18,2,7,7,1.0000,2.0000,1,2.430,10.375
1651,cycle,bounded,16,16,2,6,6,1.0000,2.0000,1,2.182,11.139
1652,ladder,bounded,30,43,3,8,8,1.0000,3.0000,1,4.579,9.652
1653,grid,bounded,12,17,4,4,4,1.0000,4.0000,1,1.945,10.187
1654,regular,bounded,25,50,4,6,6,1.0000,4.0000,1,3.716,11.299
1655,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,1.840,12.666
1656,lollipop,bounded,15,35,8,3,3,1.0000,8.0000,1,2.511,11.541
1657,clique,rigid,9,36,8,1,1,1.0000,1.0000,1,1.608,1.217
1658,star,rigid,16,15,15,1,1,1.0000,1.0000,1,1.685,1.039
1659,complete_bipartite,rigid,5,6,3,2,2,1.0000,1.0000,1,0.847,0.967
1660,crown,rigid,10,20,4,2,2,1.0000,1.0000,1,1.167,9.200
1661,double_star,rigid,14,13,7,7,7,1.0000,1.0000,1,1.860,1.026
1662,erdos_renyi,random,31,40,7,11,11,1.0000,7.0000,1,4.731,10.803
1663,barabasi_albert,random,8,12,5,2,2,1.0000,5.0000,1,1.317,8.820
1664,random_tree,random,7,6,3,2,2,1.0000,3.0000,1,1.148,0.970
1665,path,bounded,24,23,2,8,8,1.0000,2.0000,1,2.847,10.762
1666,cycle,bounded,19,19,2,7,7,1.0000,2.0000,1,2.446,11.133
1667,ladder,bounded,34,49,3,9,9,1.0000,3.0000,1,5.601,9.564
1668,grid,bounded,10,13,3,3,3,1.0000,4.0000,1,1.937,10.818
1669,regular,bounded,13,26,4,3,3,1.0000,4.0000,1,3.385,9.190
1670,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,2.170,13.038
1671,lollipop,bounded,4,4,3,1,1,1.0000,3.0000,1,1.007,12.238
1672,clique,rigid,12,66,11,1,1,1.0000,1.0000,1,2.136,1.486
1673,star,rigid,3,2,2,1,1,1.0000,1.0000,1,0.681,0.890
1674,complete_bipartite,rigid,23,132,12,11,11,1.0000,1.0000,1,4.296,2.091
1675,crown,rigid,12,30,5,2,2,1.0000,1.0000,1,1.351,8.014
1676,double_star,rigid,8,7,4,4,4,1.0000,1.0000,1,1.216,1.022
1677,erdos_renyi,random,13,30,8,3,3,1.0000,8.0000,1,2.275,8.022
1678,barabasi_albert,random,16,28,10,5,5,1.0000,10.0000,1,2.219,8.468
1679,random_tree,random,39,38,5,13,13,1.0000,5.0000,1,4.977,11.367
1680,path,bounded,30,29,2,10,10,1.0000,2.0000,1,3.503,11.456
1681,cycle,bounded,19,19,2,7,7,1.0000,2.0000,1,2.543,11.906
1682,ladder,bounded,32,46,3,9,9,1.0000,3.0000,1,4.766,10.104
1683,grid,bounded,8,10,3,3,3,1.0000,4.0000,1,1.484,10.062
1684,regular,bounded,28,70,5,6,6,1.0000,5.0000,1,4.474,43.229
1685,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.684,1.119
1686,lollipop,bounded,8,10,4,2,2,1.0000,4.0000,1,1.217,1.049
1687,clique,rigid,6,15,5,1,1,1.0000,1.0000,1,0.880,0.917
1688,star,rigid,22,21,21,1,1,1.0000,1.0000,1,1.941,1.033
1689,complete_bipartite,rigid,13,12,12,1,1,1.0000,1.0000,1,1.270,0.952
1690,crown,rigid,12,30,5,2,2,1.0000,1.0000,1,1.468,8.954
1691,double_star,rigid,23,22,13,10,10,1.0000,1.0000,1,2.602,1.245
1692,erdos_renyi,random,23,22,5,9,9,1.0000,5.0000,1,3.379,10.479
1693,barabasi_albert,random,34,64,11,9,8,1.1250,11.0000,1,5.426,10.115
1694,random_tree,random,15,14,3,6,6,1.0000,3.0000,1,2.230,11.118
1695,path,bounded,24,23,2,8,8,1.0000,2.0000,1,3.125,11.240
1696,cycle,bounded,18,18,2,6,6,1.0000,2.0000,1,2.218,10.634
1697,ladder,bounded,36,52,3,10,10,1.0000,3.0000,1,5.228,24.059
1698,grid,bounded,4,4,2,2,2,1.0000,4.0000,1,0.735,0.916
1699,regular,bounded,20,30,3,6,6,1.0000,3.0000,1,2.402,20.409
1700,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,1.769,12.117
1701,lollipop,bounded,8,22,7,1,1,1.0000,7.0000,1,1.615,8.590
1702,clique,rigid,11,55,10,1,1,1.0000,1.0000,1,1.875,1.420
1703,star,rigid,6,5,5,1,1,1.0000,1.0000,1,0.874,0.928
1704,complete_bipartite,rigid,16,60,10,6,6,1.0000,1.0000,1,2.483,2.293
1705,crown,rigid,12,30,5,2,2,1.0000,1.0000,1,1.408,8.146
1706,double_star,rigid,16,15,13,3,3,1.0000,1.0000,1,2.059,1.047
1707,erdos_renyi,random,26,42,6,9,9,1.0000,6.0000,1,4.531,13.238
1708,barabasi_albert,random,15,14,9,6,6,1.0000,9.0000,1,1.845,0.979
1709,random_tree,random,25,24,5,10,10,1.0000,5.0000,1,3.182,12.062
1710,path,bounded,25,24,2,9,9,1.0000,2.0000,1,3.197,10.581
1711,cycle,bounded,10,10,2,4,4,1.0000,2.0000,1,1.426,11.070
1712,ladder,bounded,12,16,3,4,4,1.0000,3.0000,1,2.060,10.480
1713,grid,bounded,18,27,4,6,6,1.0000,4.0000,1,2.876,19.105
1714,regular,bounded,8,20,5,2,2,1.0000,5.0000,1,1.133,1.687
1715,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.765,0.999
1716,lollipop,bounded,8,17,6,2,2,1.0000,6.0000,1,1.294,1.064
1717,clique,rigid,14,91,13,1,1,1.0000,1.0000,1,2.303,1.442
1718,star,rigid,25,24,24,1,1,1.0000,1.0000,1,2.046,1.082
1719,complete_bipartite,rigid,14,49,7,7,7,1.0000,1.0000,1,1.932,1.308
1720,crown,rigid,4,2,1,2,2,1.0000,1.0000,1,0.777,0.803
1721,double_star,rigid,18,17,11,7,7,1.0000,1.0000,1,2.224,1.025
1722,erdos_renyi,random,18,19,6,8,8,1.0000,6.0000,1,2.889,11.942
1723,barabasi_albert,random,9,14,7,2,2,1.0000,7.0000,1,1.635,9.850
1724,random_tree,random,26,25,4,10,10,1.0000,4.0000,1,3.269,14.654
1725,path,bounded,38,37,2,13,13,1.0000,2.0000,1,4.870,12.217
